,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_C,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,176.78552498817444,0.2735239028930664,0.8865398649881409,0.9118422372180757,0.1,{'C': 0.1},5,0.8837682206047245,0.9128660277760621,0.8869398304762629,0.9110372024516559,0.8908928503553917,0.9125528578894855,0.8837067867799381,0.9109806101553183,0.8873916679337084,0.911774487817857,1.0879203222618132,0.03172390267716112,0.0026661809034725027,0.0007678803288153094
1,178.1900927066803,0.25971713066101076,0.8874026941555677,0.9185662167401885,0.2,{'C': 0.2},1,0.8845284022881469,0.9182492433565038,0.8873009236382987,0.9154416306361952,0.8911969288076323,0.9201881503302133,0.8856453237546801,0.9178414128312214,0.8883419492169682,0.9211106465468091,4.436539996282908,0.03821890515838417,0.002308200409874329,0.0019745198284624177
2,177.31722202301026,0.27507810592651366,0.8869655780575321,0.919343525062885,0.3,{'C': 0.3},2,0.8843193523252058,0.9209479780870342,0.888365198221141,0.9196322516273103,0.8902466836443802,0.9154701382619851,0.8846190394739343,0.9189864636933355,0.8872776341797172,0.9216807936447603,1.9135498877385249,0.04397620112255687,0.00225081943960185,0.002156435720838347
3,178.19902949333192,0.31839699745178224,0.8868401447424435,0.921810389232539,0.4,{'C': 0.4},3,0.8836541933522112,0.9229102623189164,0.8881371393819606,0.9225685370836699,0.8905127522900909,0.9235568014443863,0.8852272079365985,0.9202312907716502,0.8866694541584309,0.9197850545440723,3.0126078619430388,0.06011837661085317,0.0023643850283807514,0.0015119521906124503
4,175.03362340927123,0.2429102897644043,0.8867489205132884,0.9220498454332564,0.5,{'C': 0.5},4,0.8836161842680401,0.9210715117190655,0.888783306092972,0.9245498170760679,0.8885932570603216,0.91971777450468,0.8860634395727617,0.9235904233837441,0.886688459784096,0.9213197004827245,3.5060831749402843,0.0037256945035229355,0.0018882897533176208,0.0017636349938358255
5,176.84028167724608,0.24259071350097655,0.8863916256157636,0.9234353133828673,0.6,{'C': 0.6},6,0.8831220661738155,0.9211285272415415,0.8873959481546239,0.9257518886302086,0.8889163404158272,0.9234712785670167,0.8859684132504704,0.9245596780554091,0.8865554204044397,0.9222651944201604,2.844703813504986,0.021443295401508137,0.0019120221057039148,0.0016323266202953669
6,178.54258637428285,0.2449423313140869,0.885395761114152,0.9225601369599772,0.7,{'C': 0.7},8,0.8824379026587355,0.9224921484874257,0.886996845186058,0.9229533900318335,0.8887072864799118,0.9254430560174847,0.8831556341106487,0.9214618641047936,0.8856811616238407,0.9204502261583488,3.0231191253871286,0.017552897103451145,0.0023400211740639432,0.0016809770705351911
7,176.91481308937074,0.29332985877990725,0.8849852520829532,0.9227074226170604,0.8,{'C': 0.8},10,0.8823048708641366,0.9216511695309048,0.8867117716370824,0.9274148334679527,0.8875859971872743,0.9220221409226969,0.8831746393751069,0.9194378322904343,0.8851490041052151,0.9230111368733133,3.3955390381845505,0.027762531587175815,0.002011693241416129,0.0026278303505043892
8,179.04990434646606,0.2937324047088623,0.8853881590950556,0.9224413513256302,0.9,{'C': 0.9},9,0.882627948079591,0.9220550294817764,0.8861986392489262,0.9244405378438733,0.888346193317876,0.9218986078776072,0.8838778341600624,0.9216376602952425,0.8858902235061579,0.9221749211296515,0.8932164524812788,0.044872090090820854,0.001977827091688351,0.0010156245441884592
9,175.95555200576783,0.25701026916503905,0.8853995621237001,0.9235968476472136,1,{'C': 1},7,0.8825139208270777,0.9218934855014278,0.8860085902162758,0.9208343231814511,0.8886882815766468,0.9237040908443008,0.8832126499040234,0.9238327370516604,0.886574426030105,0.9277196016572276,4.142038248166853,0.04307875705457251,0.0022661251904084567,0.0023493501043978246
