,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_C,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,150.10025072097778,0.24325971603393554,0.8867755275801252,0.9065255732884856,0.1,{'C': 0.1},5,0.883920256941409,0.9076586100565879,0.8877380364133947,0.9061053831900033,0.8904747424835607,0.9053736874613959,0.8845620236805595,0.9063718992165192,0.8871826060513912,0.9071182865179216,1.5526099275347027,0.020685244698794535,0.0023591847764966433,0.0007952480981589945
1,145.08424854278564,0.27549138069152834,0.8876535607857446,0.9109204934771634,0.2,{'C': 0.2},1,0.8847754613352591,0.9115119091172572,0.8894104679007184,0.9125148477217656,0.8908928503553917,0.9102912529101534,0.8857403500769713,0.9103676991129419,0.8874486848107039,0.9099167585236991,2.0750916414419773,0.026721988206565583,0.0022612300179733263,0.0009592441893199689
2,144.02010431289673,0.2502787113189697,0.8871100164203612,0.9113234046547033,0.3,{'C': 0.3},2,0.8841103023622646,0.9126379656861581,0.8886122619635866,0.9132750510761629,0.8895054924170436,0.9111084715161306,0.8861204553661364,0.9114414812491982,0.8872016116770564,0.9081540537458664,2.3497580961663327,0.03109299414451032,0.0018963776469570575,0.0017687237194872914
3,146.59021511077881,0.2631429672241211,0.8869123639238582,0.9130005961718552,0.4,{'C': 0.4},4,0.8844333795777191,0.9137972813098366,0.8882321638982857,0.9146671734689029,0.8896195218366338,0.912115740960707,0.8857403500769713,0.9124297409144253,0.8865364147787745,0.911993044205405,2.0253006694043045,0.030131460392191327,0.001829267943532502,0.0010522540121895053
4,144.86507697105407,0.2617940425872803,0.8870530012771393,0.913012945995401,0.5,{'C': 0.5},3,0.8841863205306069,0.9144529598183105,0.8873579383480938,0.9133415688696727,0.8895815120301037,0.9100441868199743,0.8868806659444666,0.9137173292282548,0.887258628554052,0.9135086852407921,2.08231264828535,0.0323378638796611,0.0017190962817499617,0.001532127735111635
5,148.53425526618958,0.26481094360351565,0.8865968801313628,0.913971750155488,0.6,{'C': 0.6},6,0.8838442387730667,0.9151513999686415,0.8880991295754305,0.9125861167862404,0.8889733551256224,0.9120397206252673,0.8859494079860121,0.9162877546075231,0.8861182910141402,0.9137937587897678,2.054966073240288,0.01802593097512108,0.0017961034996213366,0.0015773299698799777
6,148.10813398361205,0.2717598915100098,0.8862623912911269,0.9139803014996055,0.7,{'C': 0.7},7,0.8837682206047245,0.9143056697185808,0.8869588353795279,0.9112462583741151,0.8884602227374663,0.9142253052691595,0.8856453237546801,0.9162259883784465,0.8864793979017789,0.9138982857577255,1.5282066593819381,0.04777019475793863,0.0015468968430666812,0.001593155314259777
7,147.32849678993225,0.27689208984375,0.8860647387946239,0.9140306685386068,0.8,{'C': 0.8},8,0.8839392614834946,0.9158165810641947,0.8872629138317686,0.9134128379341474,0.8883081835113459,0.9122582790896565,0.8849231237052664,0.9155513111069934,0.8858902235061579,0.9131143334980425,2.603437909117552,0.02555823781027478,0.001569727084805922,0.0014046057305140238
8,146.00563220977784,0.27527904510498047,0.8857644590403211,0.9131412303339891,0.9,{'C': 0.9},9,0.8827609798741899,0.9126427169796977,0.8864647078946368,0.911545588444909,0.8884222129309362,0.9134128379341474,0.8855502974323888,0.9173092730114838,0.885624144746845,0.9107957352997074,1.9783269291576118,0.027668353822545566,0.001824321294128358,0.00226902119903342
9,147.3149311542511,0.2496060848236084,0.8856618317825214,0.9140914857415252,1,{'C': 1},10,0.8831980843421577,0.9149185865851979,0.8873769432513589,0.9151423005654012,0.8878330609297199,0.912685893476505,0.8842579394492275,0.9155228036166503,0.8856431503725103,0.9121878444638717,2.3667276338987433,0.05431542213913214,0.0017718552260146253,0.001373791701008945
