accuracy,model,call,features,train data,test data,time
0.87296546248511309,SGDClassifier,"SGDClassifier(loss='hinge', penalty='l2')",a_head_form a_head_number a_head_pos a_hypernyms a_non_article_det a_parent a_pos_after_head a_pos_before_head a_referent a_words_after_head a_words_after_np a_words_before_head a_words_before_np,data/features/tun_train.pkl,data/features/tun_heldout.pkl,2016-05-02 22:31:25
0.88140134974196105,SGDClassifier,"SGDClassifier(loss='modified_huber', penalty='l2')",a_head_form a_head_number a_head_pos a_hypernyms a_non_article_det a_parent a_pos_after_head a_pos_before_head a_referent a_words_after_head a_words_after_np a_words_before_head a_words_before_np,data/features/tun_train.pkl,data/features/tun_heldout.pkl,2016-05-02 22:34:50
0.84527590313616519,SGDClassifier,"SGDClassifier(loss='modified_huber', penalty='l1')",a_head_form a_head_number a_head_pos a_hypernyms a_non_article_det a_parent a_pos_after_head a_pos_before_head a_referent a_words_after_head a_words_after_np a_words_before_head a_words_before_np,data/features/tun_train.pkl,data/features/tun_heldout.pkl,2016-05-02 22:35:46
0.87991266375545851,SGDClassifier,"SGDClassifier(loss='modified_huber', penalty='elasticnet')",a_head_form a_head_number a_head_pos a_hypernyms a_non_article_det a_parent a_pos_after_head a_pos_before_head a_referent a_words_after_head a_words_after_np a_words_before_head a_words_before_np,data/features/tun_train.pkl,data/features/tun_heldout.pkl,2016-05-02 22:37:02
0.85649067090115127,SGDClassifier,"SGDClassifier(loss='log', penalty='elasticnet')",a_head_form a_head_number a_head_pos a_hypernyms a_non_article_det a_parent a_pos_after_head a_pos_before_head a_referent a_words_after_head a_words_after_np a_words_before_head a_words_before_np,data/features/tun_train.pkl,data/features/tun_heldout.pkl,2016-05-02 22:38:12
0.87068281063914255,SGDClassifier,"SGDClassifier(loss='modified_huber', penalty='elasticnet')",a_head_form a_head_number a_head_pos a_hypernyms a_non_article_det a_parent a_pos_after_head a_pos_before_head a_words_after_head a_words_after_np a_words_before_head a_words_before_np b_head_pos_simple b_head_proper b_is_postmodified b_postmodification_length b_postmodification_pp_of b_postmodification_type b_postmodification_type_specific b_referent,data/features/tun_train.pkl,data/features/tun_heldout.pkl,2016-05-02 22:39:14
