,parameters,mean_validation_score,cv_validation_scores
0,"{'C': 0.1, 'penalty': 'l2', 'solver': 'lbfgs'}",0.8863384114820897,[ 0.88342614  0.88665476  0.89013265  0.88452401  0.88695454]
1,"{'C': 0.2, 'penalty': 'l2', 'solver': 'lbfgs'}",0.887243051754546,[ 0.88390125  0.88855525  0.89100688  0.88574035  0.88701156]
2,"{'C': 0.3, 'penalty': 'l2', 'solver': 'lbfgs'}",0.8873304749741532,[ 0.88407229  0.88868828  0.89053176  0.88537925  0.88798084]
3,"{'C': 0.4, 'penalty': 'l2', 'solver': 'lbfgs'}",0.887049200267591,[ 0.88331211  0.88809913  0.8899236   0.88547428  0.88843698]
4,"{'C': 0.5, 'penalty': 'l2', 'solver': 'lbfgs'}",0.8865246609499483,[ 0.88373021  0.88811813  0.88971455  0.88366878  0.88739167]
5,"{'C': 0.6, 'penalty': 'l2', 'solver': 'lbfgs'}",0.8863270084534453,[ 0.88386324  0.88705386  0.88918241  0.88429595  0.88723962]
6,"{'C': 0.7, 'penalty': 'l2', 'solver': 'lbfgs'}",0.8864220336921487,[ 0.88373021  0.88743396  0.88929644  0.8855503   0.88609929]
7,"{'C': 0.8, 'penalty': 'l2', 'solver': 'lbfgs'}",0.8858936933649577,[ 0.88371121  0.8872059   0.88937246  0.88298459  0.88619431]
8,"{'C': 0.9, 'penalty': 'l2', 'solver': 'lbfgs'}",0.8858556832694764,[ 0.88333112  0.88686381  0.88944848  0.88279453  0.8868405 ]
9,"{'C': 1, 'penalty': 'l2', 'solver': 'lbfgs'}",0.8853311439518337,[ 0.88316008  0.88707286  0.88697784  0.88283254  0.88661244]
