,parameters,mean_validation_score,cv_validation_scores
0,"{'C': 0.1, 'penalty': 'l1', 'solver': 'liblinear'}",0.9624917279526527,[ 0.96485424  0.96310401  0.96322887  0.96122869  0.96004245]
1,"{'C': 0.1, 'penalty': 'l2', 'solver': 'liblinear'}",0.9672114772315799,[ 0.96947375  0.96716194  0.96734923  0.96609852  0.96597365]
2,"{'C': 0.2, 'penalty': 'l1', 'solver': 'liblinear'}",0.9656257413627339,[ 0.96747612  0.96672493  0.9662255   0.96484985  0.96285197]
3,"{'C': 0.2, 'penalty': 'l2', 'solver': 'liblinear'}",0.9687972131004258,[ 0.97047256  0.96828568  0.96953427  0.96734719  0.96834613]
4,"{'C': 0.3, 'penalty': 'l1', 'solver': 'liblinear'}",0.967361310542022,[ 0.96984831  0.9672868   0.96834811  0.96622339  0.96509958]
5,"{'C': 0.3, 'penalty': 'l2', 'solver': 'liblinear'}",0.9696462685262646,[ 0.9710344   0.96984642  0.97015857  0.96797153  0.9692202 ]
6,"{'C': 0.4, 'penalty': 'l1', 'solver': 'liblinear'}",0.9684476020427275,[ 0.97115925  0.96772381  0.96909727  0.96778423  0.96647312]
7,"{'C': 0.4, 'penalty': 'l2', 'solver': 'liblinear'}",0.9702456017680331,[ 0.97147138  0.97065801  0.97053315  0.9690329   0.96953237]
8,"{'C': 0.5, 'penalty': 'l1', 'solver': 'liblinear'}",0.9687972131004258,[ 0.97115925  0.96759895  0.96965913  0.96872073  0.96684772]
9,"{'C': 0.5, 'penalty': 'l2', 'solver': 'liblinear'}",0.9704328934060857,[ 0.97147138  0.97047072  0.9708453   0.96928264  0.97009427]
10,"{'C': 0.6, 'penalty': 'l1', 'solver': 'liblinear'}",0.9694090324513979,[ 0.97184593  0.96822325  0.97015857  0.96928264  0.96753449]
11,"{'C': 0.6, 'penalty': 'l2', 'solver': 'liblinear'}",0.9704953239521033,[ 0.97165866  0.97047072  0.97109502  0.96928264  0.96996941]
12,"{'C': 0.7, 'penalty': 'l1', 'solver': 'liblinear'}",0.9699209629287417,[ 0.97234534  0.96878512  0.97047072  0.96965724  0.96834613]
13,"{'C': 0.7, 'penalty': 'l2', 'solver': 'liblinear'}",0.9704703517336962,[ 0.97165866  0.97040829  0.97134474  0.9690329   0.96990697]
14,"{'C': 0.8, 'penalty': 'l1', 'solver': 'liblinear'}",0.9702705739864401,[ 0.97234534  0.96934698  0.97090773  0.96953237  0.9692202 ]
15,"{'C': 0.8, 'penalty': 'l2', 'solver': 'liblinear'}",0.9704578656244928,[ 0.97165866  0.97053315  0.97121988  0.9690329   0.96984454]
16,"{'C': 0.9, 'penalty': 'l1', 'solver': 'liblinear'}",0.9703704628600682,[ 0.97222049  0.97015857  0.97121988  0.96971967  0.96853343]
17,"{'C': 0.9, 'penalty': 'l2', 'solver': 'liblinear'}",0.9705202961705103,[ 0.97165866  0.97078287  0.97134474  0.96897047  0.96984454]
18,"{'C': 1, 'penalty': 'l1', 'solver': 'liblinear'}",0.9704703517336962,[ 0.97259504  0.97028343  0.97140717  0.96965724  0.96840857]
19,"{'C': 1, 'penalty': 'l2', 'solver': 'liblinear'}",0.9704578656244928,[ 0.97159623  0.97072044  0.97115745  0.9690329   0.96978211]
