,test-merror-mean,test-merror-std,train-merror-mean,train-merror-std
0,0.1559496,0.0015789273067497419,0.14891200000000002,0.001984786235341226
1,0.14739720000000003,0.0010983076800241338,0.13880699999999999,0.0011772946954777253
2,0.1421782,0.0005513620951788444,0.13300840000000003,0.0009850385982285116
3,0.1396814,0.00041862135635917447,0.13011319999999998,0.0008178621888802515
4,0.13741560000000003,0.0007196561956934678,0.12797,0.000792263844940559
5,0.1354696,0.0012474648852773427,0.12585380000000002,0.0012035273823224786
6,0.1343558,0.001136417775292169,0.12434959999999999,0.0007488582242320626
7,0.1326036,0.0011408324329190503,0.122165,0.0010235692453371174
8,0.1315886,0.000995280985450839,0.1206112,0.001012421137669499
9,0.1305052,0.0007899431371940644,0.11922360000000001,0.0008377805440567339
10,0.1293766,0.0007125987931508241,0.1176424,0.0008612905665337339
11,0.1282286,0.0008839005826448971,0.1160102,0.0008966603370284657
12,0.127221,0.0006551006029610976,0.11444879999999999,0.0007214178816746887
13,0.12638500000000003,0.0004597842972525272,0.113165,0.0005805752319897892
14,0.12550719999999999,0.00036317345717990147,0.1120892,0.0006767851653220543
15,0.12498259999999999,0.0006521811404816934,0.11124540000000001,0.0008460871349926107
16,0.12447300000000001,0.0006140921754915986,0.11061539999999999,0.0007866197556634357
17,0.12411940000000002,0.0005927321823555689,0.10993299999999999,0.0008432890370448327
18,0.12365560000000002,0.0006727824611269243,0.10921379999999999,0.0008433465242710136
19,0.1230476,0.0006537325447000487,0.1083194,0.0007219497489437905
20,0.12256879999999999,0.0006458211517130729,0.1074462,0.0006252050543621661
21,0.12201,0.0006728842396727697,0.106531,0.0007939614600218332
22,0.12145139999999999,0.00046383126242201706,0.105732,0.0006647161800347586
23,0.12094960000000002,0.0004871761898943714,0.10493559999999999,0.00048021561823830873
24,0.120174,0.0007320844213613639,0.10416120000000002,0.000859196461817667
25,0.1196798,0.0006291725995305296,0.10341639999999999,0.0007124997122806451
26,0.11918199999999998,0.0005588713626587085,0.1027282,0.0005897516087303182
27,0.11845240000000001,0.0004376768671063151,0.1016572,0.0004920627602247519
28,0.11802280000000001,0.0005373942314539675,0.10089519999999999,0.000610025048666038
29,0.1173538,0.0005036611559372044,0.10003160000000003,0.0006323273203017589
30,0.11674899999999999,0.0004768962151244244,0.0993158,0.0006082053600553018
31,0.1163006,0.000497146899819361,0.0984832,0.0005622111347171992
32,0.1159472,0.0005367827866092586,0.0979152,0.0005402763737199674
33,0.115533,0.0005384748833511204,0.09720619999999999,0.00044065015601948797
34,0.11507700000000001,0.0003826507546052896,0.096539,0.0003802940967198949
35,0.1147236,0.0003920819302135713,0.09613239999999999,0.00038936286417684844
36,0.1141648,0.000273591958946167,0.09543759999999998,0.0005388842547337966
37,0.1138074,0.00040588845758409857,0.0948608,0.0005851999316472961
38,0.11359439999999998,0.0003495285968272103,0.09435260000000001,0.0005847456199066384
39,0.11328260000000001,0.00038231118215401565,0.09378919999999999,0.0005333461915116705
40,0.1128036,0.0004090254759791848,0.09329499999999999,0.000582514549174526
41,0.1122526,0.0004310278877288565,0.0925328,0.0006456839474541724
42,0.11198280000000001,0.0004844664694279655,0.09206220000000001,0.0006222672737658649
43,0.11165220000000001,0.0005979901002525059,0.091589,0.0007343062031605076
44,0.11139380000000002,0.0003855455355726487,0.091004,0.0005583181888493359
45,0.111048,0.0005110964683892856,0.09042700000000001,0.0006005707285574294
46,0.11077439999999998,0.00032436066345967684,0.0898932,0.0005018658784974296
