,parameters,mean_validation_score,cv_validation_scores
,{'gamma': 0},0.9109803564,[ 0.90805603  0.91274849  0.91445893  0.90953494  0.91010339]
,{'gamma': 0.1},0.9107782,"[0.90733, 0.912178, 0.914155, 0.909725, 0.910503]"
,{'gamma': 0.2},0.9109044,"[0.907771, 0.912691, 0.913718, 0.909782, 0.910560]"
,{'gamma': 0.3},0.9110943867,[ 0.90805603  0.91267247  0.91428789  0.90957295  0.91088262]
,{'gamma': 0.4},0.9109917594,[ 0.90834109  0.91252043  0.91407883  0.90972499  0.91029345]
,{'gamma': 0.5},0.9112920392,[ 0.90822707  0.91295754  0.91438291  0.90989604  0.91099666]
,{'gamma': 0.6},0.9115999209,[ 0.90856915  0.91367973  0.91466798  0.90970599  0.91137677]
,{'gamma': 0.7},0.9115124977,[ 0.90864517  0.91293854  0.9139648   0.91061824  0.91139577]
