,parameters,mean_validation_score,cv_validation_scores
0,"{'max_depth': 7, 'min_child_weight': 1}",0.9090380405,[ 0.90683973  0.91012581  0.91248242  0.90733033  0.90841189]
1,"{'max_depth': 7, 'min_child_weight': 3}",0.9087111537,[ 0.9066877   0.90993576  0.91179824  0.9072163   0.90791774]
2,"{'max_depth': 9, 'min_child_weight': 1}",0.9106990817,[ 0.90786598  0.91255844  0.91371774  0.90852766  0.9108256 ]
3,"{'max_depth': 9, 'min_child_weight': 3}",0.9107028827,[ 0.90822707  0.91234939  0.91407883  0.90871771  0.9101414 ]
4,"{'max_depth': 11, 'min_child_weight': 1}",0.9109803564,[ 0.90805603  0.91274849  0.91445893  0.90953494  0.91010339]
5,"{'max_depth': 13, 'min_child_weight': 1}",0.9106040564,[ 0.90740987  0.91252043  0.91383177  0.90905981  0.91019842]
