,parameters,mean_validation_score,cv_validation_scores
0,{'gamma': 0.0},0.8466,[ 0.84757621  0.84357821  0.843       0.857       0.84184184]
1,{'gamma': 0.1},0.8471,[ 0.84807596  0.84307846  0.8475      0.8555      0.84134134]
2,{'gamma': 0.2},0.8452,[ 0.84707646  0.83908046  0.8455      0.8525      0.84184184]
3,{'gamma': 0.3},0.8456,[ 0.84657671  0.84507746  0.8395      0.8555      0.84134134]
4,{'gamma': 0.4},0.8471,[ 0.84707646  0.84857571  0.8445      0.859       0.83633634]
