,test-merror-mean,test-merror-std,train-merror-mean,train-merror-std
0,0.202,0.012903487900563938,0.1269,0.004663287467012944
1,0.18869999999999998,0.009972963451251588,0.10674999999999998,0.0010216408370851283
2,0.1812,0.011552488909321666,0.09845000000000001,0.0032973474187595092
3,0.17670000000000002,0.00920651942918712,0.09230000000000001,0.003586955533596705
4,0.1761,0.008952094726934022,0.08945,0.0033387872049593093
5,0.1754,0.008175573374387873,0.08645,0.004564537216410879
6,0.1734,0.006740919818541082,0.084975,0.004939888662712956
7,0.1703,0.007325298628724971,0.08259999999999999,0.004012013210347144
8,0.1704,0.009478396488858225,0.0804,0.003914236834939857
9,0.1699,0.009723168207945389,0.07767500000000001,0.0036008679509251687
10,0.1689,0.009430800602281861,0.075825,0.0032157813980430976
11,0.16870000000000002,0.009568698971124546,0.073725,0.0029073183520213286
12,0.1688,0.010777754868245979,0.07264999999999999,0.002312195925954372
13,0.1685,0.009874208829065746,0.07115,0.0021670832932769286
14,0.1679,0.008199999999999994,0.06960000000000001,0.002065187642806334
15,0.1678,0.009584362263604184,0.068375,0.0018354154842977627
16,0.16729999999999998,0.010979981785048642,0.06615000000000001,0.0013747727084867532
17,0.1659,0.0099065634808444,0.064,0.002189463404581134
18,0.16519999999999999,0.009233634170791042,0.062424999999999994,0.002675817632051933
19,0.16540000000000002,0.009598958276813166,0.059925000000000006,0.0025734218464915537
20,0.1648,0.009511046209539725,0.05820000000000001,0.0022466641938660957
21,0.16390000000000002,0.009329523031752478,0.05642499999999999,0.002203122783686828
22,0.16399999999999998,0.009402127418834524,0.05555,0.002019591542862073
23,0.16350000000000003,0.010059821071967434,0.054174999999999994,0.0022031227836868308
24,0.1621,0.010580170130957252,0.05275,0.0025211604470957412
25,0.16240000000000002,0.010466135867644753,0.051324999999999996,0.0024655121171878263
26,0.1611,0.009687104830649867,0.050124999999999996,0.002897196921163627
27,0.16099999999999998,0.010639548862616309,0.049025,0.0024842000724579327
28,0.1605,0.010124228365658293,0.047700000000000006,0.0016763054614240224
29,0.1606,0.01111035552986492,0.047150000000000004,0.0014798648586948754
30,0.16030000000000003,0.01107068200247844,0.045725,0.0015720209922262503
31,0.1603,0.012167990795525776,0.0437,0.0017077031357938055
32,0.1604,0.009350935782048765,0.04265,0.0016305673859120318
33,0.16,0.009492101980067428,0.042100000000000005,0.0014692685254915103
34,0.1603,0.010519505691808905,0.04065,0.0012999999999999984
35,0.1595,0.010700467279516348,0.039775,0.0011921619017566374
36,0.1594,0.011056219968868203,0.038799999999999994,0.0009924716620639614
37,0.15910000000000002,0.010355674772799693,0.037525,0.0013747727084867532
38,0.1588,0.010500476179678711,0.036425,0.0016232683080747918
39,0.1587,0.009091754506144564,0.035300000000000005,0.0012313610356024733
40,0.1582,0.009862048468751307,0.034625,0.0008696263565463035
41,0.1587,0.009657121724406293,0.033575,0.0008426149773176366
42,0.15839999999999999,0.009567653839891993,0.03245,0.0008965210538520563
43,0.15850000000000003,0.01004987562112089,0.0316,0.0007881941385217232
44,0.1585,0.009833615815151617,0.031,0.00096501295328094
45,0.15799999999999997,0.009924716620639606,0.03025,0.0011752659273543157
46,0.1576,0.010011992808627062,0.029525000000000003,0.0010074720839804937
47,0.15750000000000003,0.01017840851999958,0.028825,0.0007607562027351466
48,0.1575,0.010300485425454474,0.028325,0.0007968688725254621
49,0.1577,0.01044317959244214,0.027325,0.0008426149773176366
50,0.1584,0.010437432634513145,0.0268,0.0009034655499796321
51,0.1578,0.009892421341612983,0.026375,0.0008979142498033981
52,0.1574,0.010195096860746346,0.025750000000000002,0.0007373940601876306
53,0.1573,0.010037928073063685,0.025574999999999997,0.0008085480814398107
54,0.157,0.010691117808723269,0.025174999999999996,0.0009829801625668743
55,0.15750000000000003,0.010634848376916327,0.024824999999999996,0.0008645808232895289
56,0.15689999999999998,0.010292715870944843,0.024475000000000004,0.000926687649642532
57,0.15750000000000003,0.010908712114635706,0.02405,0.0009000000000000007
58,0.15709999999999996,0.011128342194594838,0.023649999999999997,0.0010647769719523436
59,0.1568,0.011294246322796393,0.023325000000000002,0.0009766012492312313
60,0.1554,0.011042644610780519,0.022899999999999997,0.0008565920849505903
61,0.15550000000000003,0.010940749517286281,0.022475000000000002,0.0008344159634139312
62,0.15550000000000003,0.010737783756436893,0.021975,0.0007960841664045323
