,test-merror-mean,test-merror-std,train-merror-mean,train-merror-std
0,0.2148508,0.002389391253018228,0.2145334,0.0013306080715221886
1,0.2065188,0.004756387847936715,0.2062574,0.004711086821530683
2,0.203231,0.0026948441884457777,0.20305420000000002,0.0020819918731829804
3,0.201376,0.0035366028897799665,0.20140639999999999,0.003159483160265295
4,0.19936899999999996,0.0016422153330181769,0.19916099999999998,0.001408119313126558
5,0.1991446,0.002068907112463002,0.19836759999999998,0.0017947279013822686
6,0.19743059999999998,0.002335105530805834,0.1965438,0.001137919223846757
7,0.1953172,0.0018655070517154372,0.19472040000000002,0.0006089550393912509
8,0.194268,0.0015056356797047597,0.1936398,0.0008391084316105926
9,0.193428,0.0017819328831356212,0.19271700000000003,0.0005984596895363959
10,0.19237140000000003,0.0016582755621427942,0.1916274,0.0004904384161135809
11,0.19149699999999997,0.0017804980202179364,0.19066,0.0008544305706141375
12,0.19028059999999997,0.0015790048258317686,0.1893808,0.0008689260958217277
13,0.1887414,0.0015758466422847166,0.1878356,0.0005980048829232074
14,0.1873616,0.0018309751063299638,0.1865396,0.0006943879607251286
15,0.1864568,0.0015233868057719304,0.1856064,0.0007161755650676752
16,0.18518359999999998,0.0011441923964089224,0.1843302,0.000629621918297004
17,0.184085,0.000984706047508603,0.1831728,0.00044465105419868076
18,0.1830966,0.0011242918838095404,0.18231080000000002,0.0006501284180836901
19,0.18218459999999997,0.0008155360445743596,0.1815002,0.00032787156021832863
20,0.18159539999999996,0.0009197753203908026,0.1806642,0.000538402228821536
21,0.18083500000000002,0.001177080286131743,0.17982399999999998,0.0005979217340087293
22,0.18018879999999998,0.0014616630801932453,0.179005,0.0009842613474072858
23,0.1787256,0.0012754380580804376,0.1777288,0.0008690089527732135
24,0.17780200000000002,0.001337776214469372,0.1767518,0.0011418151163826832
25,0.1766612,0.001442397088183412,0.17560579999999998,0.001153649062756953
26,0.17565419999999998,0.0010681712222298456,0.1745234,0.001192365816350006
27,0.1741946,0.0011286764992680574,0.17301060000000001,0.0010094082623002465
28,0.17308479999999998,0.0007551777009419689,0.1718588,0.0008048399592465536
29,0.17251840000000002,0.0009680557008767591,0.171168,0.0010589309703658658
30,0.17178100000000002,0.001112749747247777,0.1704974,0.0010728674848274604
