,test-merror-mean,test-merror-std,train-merror-mean,train-merror-std
0,0.154756,0.0012291489738839587,0.14648699999999998,0.0015759106573660837
1,0.1458958,0.0009069829987381307,0.13679599999999997,0.0011085341672677509
2,0.1430224,0.0006479958641843358,0.13352159999999996,0.0011245028412591926
3,0.14097719999999997,0.0006850968982560095,0.131103,0.0012783290656165187
4,0.1393164,0.0008746859093411814,0.129556,0.001455858097480662
5,0.13730160000000002,0.0007307074927766922,0.1273446,0.0007461577849221968
6,0.1353896,0.0009661508370849777,0.124821,0.0007200591642358237
7,0.1338008,0.0008115825035078012,0.12248600000000001,0.0004336879062182864
8,0.13205240000000001,0.0007123354827607557,0.1206264,0.00048820307250159613
9,0.1312692,0.00048711370335887706,0.119258,0.0006289969793250225
10,0.13009099999999998,0.0005937005979447888,0.11772439999999999,0.0003720008602140574
11,0.1289128,0.0007087200857884528,0.1159918,0.0003934754884360649
12,0.12756320000000002,0.000854571097100759,0.1143556,0.0007667767862944176
13,0.1268602,0.0010319310829701763,0.11326,0.000742433566051534
14,0.12610380000000002,0.0008605468958749377,0.11238459999999999,0.000905685729157746
15,0.1253476,0.0009060908563714781,0.111351,0.0008375342381061192
16,0.12472760000000001,0.0008850176495415231,0.1105032,0.0008417306932742782
17,0.12412319999999999,0.0008878768833571432,0.10979639999999999,0.0008427432823820052
18,0.1235342,0.0010007448026345181,0.10879559999999999,0.0010182389896286623
19,0.12284619999999999,0.0009937853691818989,0.10789499999999999,0.0009518146878463264
20,0.122261,0.0009790440235249902,0.1069596,0.0007882630525402049
21,0.12162999999999999,0.0009360553402443701,0.1061806,0.0009653543598078333
22,0.12116600000000002,0.0009426904051702236,0.10536500000000001,0.0010192797457028154
23,0.1204096,0.0007768816126025914,0.1043712,0.0007321752249291155
24,0.1198434,0.0007634413140510551,0.1034864,0.0008458370055749495
25,0.119448,0.0006245193351690544,0.1027738,0.0008031247474707769
26,0.1189692,0.0006335182396742788,0.10196239999999998,0.0008672701078672085
27,0.118232,0.0005806668580175735,0.10107379999999999,0.0008298159796002976
28,0.11777579999999999,0.0003933072081719313,0.10034960000000001,0.0007718156774774664
29,0.117152,0.00047061109209197344,0.09949340000000001,0.0007473067910838209
30,0.116639,0.0005415950516760638,0.09871160000000001,0.0007999533986426951
31,0.11603839999999999,0.0004492365078664029,0.0979208,0.0005966434110924193
32,0.1156622,0.00033847741431298014,0.0973442,0.00039110428276867786
33,0.11526320000000001,0.00039516345984921044,0.0965886,0.0004669833401739275
34,0.1148946,0.0005438913862160333,0.0959736,0.0006166621765602268
35,0.11443460000000001,0.0005488185856911188,0.095346,0.0007281153754728675
36,0.1140812,0.0005567460462365222,0.0946872,0.0007709805185606195
37,0.11358299999999999,0.0005155354497995262,0.09407499999999999,0.0007318685674354361
38,0.11319520000000001,0.0004240383944880458,0.09364059999999999,0.0007411573652066075
39,0.11269339999999999,0.00044681924757109556,0.092908,0.0010403034172778603
