,parameters,mean_validation_score,cv_validation_scores
0,{'gamma': 0.0},0.88784,[ 0.8881  0.8884  0.8906  0.8866  0.8855]
1,{'gamma': 0.1},0.88672,[ 0.8859  0.8871  0.8893  0.8875  0.8838]
2,{'gamma': 0.2},0.88756,[ 0.8877  0.8898  0.8878  0.8872  0.8853]
3,{'gamma': 0.3},0.88746,[ 0.8854  0.8889  0.8912  0.8861  0.8857]
4,{'gamma': 0.4},0.8876,[ 0.8863  0.8899  0.8908  0.8851  0.8859]
