accuracy,accuracy-train,model,call,features,train data,test data,time
0.864529575228,0.999676914188,RandomForestClassifier,"RandomForestClassifier(n_estimators=50, n_jobs=10, verbose=1 )",ah ahf ahn anad ap apah apbh awah awan awbh awbn bhp bhps bof bpahal bpbhal bpof bpt br bwahal bwanal bwbhal bwbnal ccb dhfe ekg5ln,train,heldout,2017-04-09 09:30:16
